0,35	55,7692
0,7	55,7841
1,05	55,7934
1,4	55,7989
1,75	55,8022
2,1	55,8055
2,45	55,8075
2,8	55,8095
3,15	55,8118
3,5	55,8131
3,85	55,8149
4,2	55,817
4,55	55,8176
4,9	55,8195
5,25	55,8209
5,6	55,8219
5,95	55,8236
6,3	55,8247
6,65	55,8258
7	55,8272
7,35	55,8279
7,7	55,8292
8,05	55,8308
8,4	55,8313
8,75	55,8328
9,1	55,8336
9,45	55,8346
9,8	55,8361
10,15	55,8368
10,5	55,8374
10,85	55,8388
11,2	55,8393
11,55	55,8404
11,9	55,8415
12,25	55,8418
12,6	55,8432
12,95	55,844
13,3	55,8443
13,65	55,8454
14	55,8461
14,35	55,8468
14,7	55,8481
15,05	55,8482
15,4	55,8495
15,75	55,8496
16,1	55,8502
16,45	55,8515
16,8	55,8519
17,15	55,8525
17,5	55,8538
17,85	55,8534
18,2	55,8543
18,55	55,8553
18,9	55,8555
19,25	55,8563
19,6	55,8565
19,95	55,8569
20,3	55,858
20,65	55,8581
21	55,859
21,35	55,8596
21,7	55,8596
22,05	55,8606
22,4	55,8611
22,75	55,861
23,1	55,8622
23,45	55,8619
23,8	55,8625
24,15	55,8632
24,5	55,8633
24,85	55,8642
25,2	55,8646
25,55	55,8646
25,9	55,8654
26,25	55,8658
26,6	55,8657
26,95	55,8665
27,3	55,8666
27,65	55,867
28	55,8679
28,35	55,8676
28,7	55,8683
29,05	55,8686
29,4	55,8686
29,75	55,8695
30,1	55,8696
30,45	55,8696
30,8	55,8704
31,15	55,8702
31,5	55,8708
31,85	55,8711
32,2	55,8709
32,55	55,8718
32,9	55,8717
33,25	55,8721
33,6	55,8728
33,95	55,8725
34,3	55,8726
34,65	55,8733
35	55,8729
35,35	55,8736
35,7	55,8739
36,05	55,8736
36,4	55,8746
36,75	55,8746
37,1	55,8746
37,45	55,8753
37,8	55,8749
38,15	55,8752
38,5	55,8756
38,85	55,8754
39,2	55,8762
39,55	55,8764
39,9	55,876
40,25	55,8768
40,6	55,8765
40,95	55,8767
41,3	55,8773
41,65	55,8771
42	55,8774
42,35	55,8778
42,7	55,8774
43,05	55,8781
43,4	55,8782
43,75	55,878
44,1	55,8788
44,45	55,8786
44,8	55,8784
45,15	55,8794
45,5	55,8787
45,85	55,879
46,2	55,8794
46,55	55,8789
46,9	55,8796
47,25	55,8796
47,6	55,8796
47,95	55,8802
48,3	55,8799
48,65	55,8801
49	55,8803
49,35	55,8801
49,7	55,8811
50,05	55,8804
50,4	55,8807
50,75	55,8812
51,1	55,881
51,45	55,8809
51,8	55,8813
52,15	55,8808
52,5	55,8812
52,85	55,8814
53,2	55,8808
53,55	55,8818
53,9	55,8814
54,25	55,8816
54,6	55,882
54,95	55,8816
55,3	55,8818
55,65	55,8823
56	55,8817
56,35	55,8825
56,7	55,8822
57,05	55,8823
57,4	55,8827
57,75	55,8821
58,1	55,8826
58,45	55,8832
58,8	55,8824
59,15	55,8825
59,5	55,883
59,85	55,8829
60,2	55,883
60,55	55,8832
60,9	55,883
61,25	55,8836
61,6	55,883
61,95	55,8834
62,3	55,8835
62,65	55,8833
63	55,8836
63,35	55,8836
63,7	55,8832
64,05	55,8841
64,4	55,8836
64,75	55,8834
65,1	55,8839
65,45	55,8838
65,8	55,8839
66,15	55,8843
66,5	55,8837
66,85	55,8843
67,2	55,8842
67,55	55,8839
67,9	55,8848
68,25	55,884
68,6	55,8842
68,95	55,8849
69,3	55,8841
69,65	55,8846
70	55,8846
