0,35	55,7824
0,7	55,7971
1,05	55,8052
1,4	55,8093
1,75	55,8131
2,1	55,8154
2,45	55,8174
2,8	55,8198
3,15	55,8209
3,5	55,8228
3,85	55,8245
4,2	55,8251
4,55	55,827
4,9	55,8283
5,25	55,8294
5,6	55,8309
5,95	55,8314
6,3	55,8331
6,65	55,8341
7	55,8348
7,35	55,8363
7,7	55,8371
8,05	55,8378
8,4	55,8391
8,75	55,8399
9,1	55,8409
9,45	55,8421
9,8	55,8424
10,15	55,8435
10,5	55,8445
10,85	55,8451
11,2	55,8462
11,55	55,8468
11,9	55,8473
12,25	55,8488
12,6	55,8487
12,95	55,85
13,3	55,8508
13,65	55,8511
14	55,8521
14,35	55,8528
14,7	55,8528
15,05	55,8543
15,4	55,8547
15,75	55,8555
16,1	55,8564
16,45	55,856
16,8	55,8571
17,15	55,8579
17,5	55,8582
17,85	55,8593
18,2	55,8595
18,55	55,8601
18,9	55,8608
19,25	55,8606
19,6	55,8617
19,95	55,8623
20,3	55,8621
20,65	55,8635
21	55,8639
21,35	55,8639
21,7	55,8648
22,05	55,865
22,4	55,8655
22,75	55,8662
23,1	55,8657
23,45	55,8668
23,8	55,8674
24,15	55,8673
24,5	55,8683
24,85	55,8685
25,2	55,8688
25,55	55,8694
25,9	55,8695
26,25	55,8699
26,6	55,8704
26,95	55,8703
27,3	55,8712
27,65	55,8713
28	55,8713
28,35	55,8722
28,7	55,872
29,05	55,8725
29,4	55,8731
29,75	55,8729
30,1	55,8738
30,45	55,8741
30,8	55,874
31,15	55,8745
31,5	55,8744
31,85	55,8749
32,2	55,8755
32,55	55,8747
32,9	55,8756
33,25	55,8762
33,6	55,8757
33,95	55,8766
34,3	55,8766
34,65	55,8765
35	55,8776
35,35	55,877
35,7	55,8776
36,05	55,8779
36,4	55,878
36,75	55,8785
37,1	55,8788
37,45	55,8785
37,8	55,8791
38,15	55,8789
38,5	55,879
38,85	55,8797
39,2	55,8795
39,55	55,8801
39,9	55,8801
40,25	55,8796
40,6	55,8805
40,95	55,8805
41,3	55,8805
41,65	55,8811
42	55,8805
42,35	55,8812
42,7	55,8815
43,05	55,8812
43,4	55,8819
43,75	55,8817
44,1	55,8815
44,45	55,8823
44,8	55,882
45,15	55,8822
45,5	55,8827
45,85	55,8823
46,2	55,8828
46,55	55,8831
46,9	55,8827
47,25	55,8835
47,6	55,8833
47,95	55,883
48,3	55,8837
48,65	55,8834
49	55,8837
49,35	55,8839
49,7	55,8835
50,05	55,884
50,4	55,8839
50,75	55,8841
51,1	55,8844
51,45	55,8841
51,8	55,8844
52,15	55,8849
52,5	55,8842
52,85	55,8849
53,2	55,8849
53,55	55,8844
53,9	55,885
54,25	55,8851
54,6	55,8849
54,95	55,8855
55,3	55,8848
55,65	55,8855
56	55,8854
56,35	55,8852
56,7	55,886
57,05	55,8853
57,4	55,8858
57,75	55,8863
58,1	55,8858
58,45	55,886
58,8	55,8864
59,15	55,8857
59,5	55,8864
59,85	55,886
60,2	55,8861
60,55	55,8865
60,9	55,8865
61,25	55,8863
61,6	55,8868
61,95	55,8865
62,3	55,887
62,65	55,8869
63	55,8865
63,35	55,887
63,7	55,8868
64,05	55,8868
64,4	55,8873
64,75	55,8868
65,1	55,8872
65,45	55,8873
65,8	55,887
66,15	55,8876
66,5	55,8872
66,85	55,8872
67,2	55,8877
67,55	55,8873
67,9	55,8874
68,25	55,8878
68,6	55,8874
68,95	55,888
69,3	55,8878
69,65	55,8875
70	55,8878
