Plasma_Ref_15_2.DLTS,  379.91
t (sec), C
Plasma_Ref_15_2.DLTS,  T=379.91
0.015, 173.7621
0.03, 174.1861
0.045, 174.5311
0.06, 174.8291
0.075, 175.0991
0.09, 175.3271
0.105, 175.5271
0.12, 175.7121
0.135, 175.8811
0.15, 176.0131
0.165, 176.1431
0.18, 176.2631
0.195, 176.3631
0.21, 176.4481
0.225, 176.5421
0.24, 176.6081
0.255, 176.6741
0.27, 176.7401
0.285, 176.7981
0.3, 176.8321
0.315, 176.8901
0.33, 176.9291
0.345, 176.9681
0.36, 176.9991
0.375, 177.0191
0.39, 177.0511
0.405, 177.0791
0.42, 177.0971
0.435, 177.1231
0.45, 177.14
0.465, 177.153
0.48, 177.168
0.495, 177.185
0.51, 177.19
0.525, 177.205
0.54, 177.224
0.555, 177.227
0.57, 177.229
0.585, 177.247
0.6, 177.256
0.615, 177.266
0.63, 177.272
0.645, 177.275
0.66, 177.29
0.675, 177.295
0.69, 177.292
0.705, 177.297
0.72, 177.299
0.735, 177.307
0.75, 177.313
0.765, 177.324
0.78, 177.324
0.795, 177.326
0.81, 177.33
0.825, 177.331
0.84, 177.336
0.855, 177.337
0.87, 177.343
0.885, 177.346
0.9, 177.355
0.915, 177.349
0.93, 177.3549
0.945, 177.36
0.96, 177.3589
0.975, 177.366
0.99, 177.3609
1.005, 177.3699
1.02, 177.3719
1.035, 177.3799
1.05, 177.3769
1.065, 177.3819
1.08, 177.3819
1.095, 177.3829
1.11, 177.3789
1.125, 177.3829
1.14, 177.3899
1.155, 177.3869
1.17, 177.3909
1.185, 177.4019
1.2, 177.3939
1.215, 177.4019
1.23, 177.3949
1.245, 177.4039
0.35, 176.9699
0.7, 177.2858
1.05, 177.3626
1.4, 177.4145
1.75, 177.4613
2.1, 177.5062
2.45, 177.547
2.8, 177.5849
3.15, 177.6208
3.5, 177.6536
3.85, 177.6865
4.2, 177.7153
4.55, 177.7432
4.9, 177.769
5.25, 177.7939
5.6, 177.8168
5.95, 177.8386
6.3, 177.8595
6.65, 177.8783
7, 177.8962
7.35, 177.913
7.7, 177.9299
8.05, 177.9447
8.4, 177.9596
8.75, 177.9725
9.1, 177.9853
9.45, 177.9972
9.8, 178.007
10.15, 178.0179
10.5, 178.0277
10.85, 178.0376
11.2, 178.0464
11.55, 178.0543
11.9, 178.0622
12.25, 178.069
12.6, 178.0759
12.95, 178.0827
13.3, 178.0896
13.65, 178.0945
14, 178.1003
14.35, 178.1052
14.7, 178.11
15.05, 178.1149
15.4, 178.1187
15.75, 178.1236
16.1, 178.1264
16.45, 178.1303
16.8, 178.1342
17.15, 178.137
17.5, 178.1399
17.85, 178.1427
18.2, 178.1456
18.55, 178.1474
18.9, 178.1493
19.25, 178.1512
19.6, 178.154
19.95, 178.1559
20.3, 178.1577
20.65, 178.1596
21, 178.1624
21.35, 178.1623
21.7, 178.1641
22.05, 178.165
22.4, 178.1669
22.75, 178.1687
23.1, 178.1686
23.45, 178.1694
23.8, 178.1723
24.15, 178.1721
24.5, 178.173
